Index,Label,Year,Title,EE,summary
1,aaai,2022,Distributed Randomized Sketching Kernel Learning,https://doi.org/10.1609/aaai.v36i8.20870,"Differential privacy (DP) is a compelling privacy definition that explains the privacy-utility tradeoff via formal, provable guarantees. Inspired by recent progress toward general-purpose data release algorithms, we propose a private sketch, or small summary of the dataset, that supports a multitude of machine learning tasks including regression, classification, density estimation, near-neighbor search, and more. Our sketch consists of randomized contingency tables that are indexed with locality-sensitive hashing and constructed with an efficient one-pass algorithm. We prove competitive error bounds for DP kernel density estimation. Existing methods for DP kernel density estimation scale poorly, often exponentially slower with an increase in dimensions. In contrast, our sketch can quickly run on large, high-dimensional datasets in a single pass. Exhaustive experiments show that our generic sketch delivers a similar privacy-utility tradeoff when compared to existing DP methods at a fraction of the computation cost. We expect that our sketch will enable differential privacy in distributed, large-scale machine learning settings."
2,aaai,2022,Better Parameter-Free Stochastic Optimization with ODE Updates for Coin-Betting,https://doi.org/10.1609/aaai.v36i6.20573,"Parameter-free stochastic gradient descent (PFSGD) algorithms do not require setting learning rates while achieving optimal theoretical performance. In practical applications, however, there remains an empirical gap between tuned stochastic gradient descent (SGD) and PFSGD. In this paper, we close the empirical gap with a new parameter-free algorithm based on continuous-time Coin-Betting on truncated models. The new update is derived through the solution of an Ordinary Differential Equation (ODE) and solved in a closed form. We show empirically that this new parameter-free algorithm outperforms algorithms with the ""best default"" learning rates and almost matches the performance of finely tuned baselines without anything to tune."
3,aaai,2022,Negative Sample Matters: A Renaissance of Metric Learning for Temporal Grounding,https://doi.org/10.1609/aaai.v36i3.20163,"Temporal grounding aims to localize a video moment which is semantically aligned with a given natural language query. Existing methods typically apply a detection or regression pipeline on the fused representation with the research focus on designing complicated prediction heads or fusion strategies. Instead, from a perspective on temporal grounding as a metric-learning problem, we present a Mutual Matching Network (MMN), to directly model the similarity between language queries and video moments in a joint embedding space. This new metric-learning framework enables fully exploiting negative samples from two new aspects: constructing negative cross-modal pairs in a mutual matching scheme and mining negative pairs across different videos. These new negative samples could enhance the joint representation learning of two modalities via cross-modal mutual matching to maximize their mutual information. Experiments show that our MMN achieves highly competitive performance compared with the state-of-the-art methods on four video grounding benchmarks. Based on MMN, we present a winner solution for the HC-STVG challenge of the 3rd PIC workshop. This suggests that metric learning is still a promising method for temporal grounding via capturing the essential cross-modal correlation in a joint embedding space. Code is available at https://github.com/MCG-NJU/MMN."
4,aaai,2022,Non-autoregressive Translation with Layer-Wise Prediction and Deep Supervision,https://doi.org/10.1609/aaai.v36i10.21323,"How do we perform efficient inference while retaining high translation quality? Existing neural machine translation models, such as Transformer, achieve high performance, but they decode words one by one, which is inefficient. Recent non-autoregressive translation models speed up the inference, but their quality is still inferior. In this work, we propose DSLP, a highly efficient and high-performance model for machine translation. The key insight is to train a non-autoregressive Transformer with Deep Supervision and feed additional Layer-wise Predictions. We conducted extensive experiments on four translation tasks (both directions of WMT'14 EN-DE and WMT'16 EN-RO). Results show that our approach consistently improves the BLEU scores compared with respective base models. Specifically, our best variant outperforms the autoregressive model on three translation tasks, while being 14.8 times more efficient in inference."
5,aaai,2022,Online Elicitation of Necessarily Optimal Matchings,https://doi.org/10.1609/aaai.v36i5.20451,"In this paper, we study the problem of eliciting preferences of agents in the house allocation model. For this we build on a recent model of Hosseini et al.[AAAI'21] and focus on the task of eliciting preferences to find matchings which are necessarily optimal, i.e., optimal under all possible completions of the elicited preferences. In particular, we follow the approach of Hosseini et al. and investigate the elicitation of necessarily Pareto optimal (NPO) and necessarily rank-maximal (NRM) matchings. Most importantly, we answer their open question and give an online algorithm for eliciting an NRM matching in the next-best query model which is 3/2-competitive, i.e., it takes at most 3/2 as many queries as an optimal algorithm. Besides this, we extend this field of research by introducing two new natural models of elicitation and by studying both the complexity of determining whether a necessarily optimal matching exists in them, and by giving online algorithms for these models."
6,aaai,2022,CausalGNN: Causal-Based Graph Neural Networks for Spatio-Temporal Epidemic Forecasting,https://doi.org/10.1609/aaai.v36i11.21479,Error
7,aaai,2022,Single-Agent Dynamics in Additively Separable Hedonic Games,https://doi.org/10.1609/aaai.v36i5.20415,Error
8,aaai,2022,Matching Market Design with Constraints,https://doi.org/10.1609/aaai.v36i11.21495,Error
9,aaai,2022,SpreadGNN: Decentralized Multi-Task Federated Learning for Graph Neural Networks on Molecular Data,https://doi.org/10.1609/aaai.v36i6.20643,Error
10,aaai,2022,MAPF-LNS2: Fast Repairing for Multi-Agent Path Finding via Large Neighborhood Search,https://doi.org/10.1609/aaai.v36i9.21266,Error
